iso_code,country,year,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,renewables_electricity,solar_electricity,wind_electricity,energy_per_gdp,energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,sum,biofuel_perc,coal_perc,fossil_perc,gas_perc,hydro_perc,nuclear_perc,oil_perc,renewable_perc,solar_perc,wind_perc
CIV,Cote d'Ivoire,2016,0,0,0,0,0,0,0,0,0,0,0.675,2465.653,0,23823000,58.739,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
HRV,Croatia,2015,0.265,2.31,3.728,1.197,6.391,0,0.221,7.509,0.057,0.796,0.989,21182.051,2654.707,4233000,89.664,1774.008,22.474,1.17914034,10.2785441,16.58805731,5.326154668,28.43730533,0,0.983358548,33.41194269,0.253626413,3.541870606
HRV,Croatia,2016,0.431,2.596,4.251,1.586,6.852,0,0.069,8.363,0.066,1.014,0.999,22131.93,2996.986,4209000,93.153,1987.007,25.228,1.708419217,10.2901538,16.85032504,6.28666561,27.16029808,0,0.273505629,33.14967496,0.26161408,4.019343586
HRV,Croatia,2017,0.526,1.367,4.668,3.09,5.307,0,0.21,7.116,0.079,1.204,0,22318.159,2816.926,4183000,93.357,1701.1,23.567,2.231934485,5.800483727,19.80735775,13.11155429,22.51877625,0,0.891076505,30.19476386,0.335214495,5.10883863
HRV,Croatia,2018,0.668,1.453,3.766,2.245,7.701,0,0.068,9.781,0.075,1.335,0,23521.493,3259.793,4156000,97.755,2353.537,27.092,2.465672523,5.363206851,13.90078252,8.286579064,28.42536542,0,0.250996604,36.10290861,0.27683449,4.92765392
HRV,Croatia,2019,0.836,1.621,4.263,2.599,5.866,0,0.043,8.298,0.078,1.441,0,22870.486,3041.405,4130000,94.455,2009.206,25.045,3.337991615,6.47234977,17.02136155,10.37732082,23.42184069,0,0.171690956,33.13236175,0.311439409,5.753643442
CUB,Cuba,2015,0.703,0,18.318,1.993,0.048,0,16.325,0.801,0.029,0.021,1.473,11508.903,1688.192,11325000,130.338,70.728,38.238,1.838485276,0,47.90522517,5.212092683,0.125529578,0,42.69313249,2.094774831,0.075840787,0.05491919
CUB,Cuba,2016,0.686,0,18.469,2.009,0.063,0,16.46,0.809,0.039,0.021,0,11127.028,1700.76,11335000,126.125,71.372,38.556,1.779230211,0,47.90175329,5.21060276,0.163398693,0,42.69115053,2.098246706,0.101151572,0.054466231
CUB,Cuba,2017,0.622,0,18.586,2.022,0.082,0,16.564,0.785,0.06,0.021,0,0,1708.323,11339000,0,69.23,38.742,1.605492747,0,47.97377523,5.219142016,0.2116566,0,42.75463321,2.026224769,0.154870683,0.054204739
CUB,Cuba,2018,0.444,0,18.874,2.054,0.145,0,16.821,0.757,0.147,0.021,0,0,1731.457,11338000,0,66.767,39.263,1.130835647,0,48.0707027,5.23138833,0.369304434,0,42.84186129,1.928023839,0.374398288,0.05348547
CUB,Cuba,2019,0.358,0,19.06,2.074,0.177,0,16.986,0.706,0.15,0.021,0,0,1744.088,11333000,0,62.296,39.532,0.905595467,0,48.21410503,5.246382677,0.447738541,0,42.96772235,1.785894971,0.379439441,0.053121522
CYP,Cyprus,2015,0.051,0,4.135,0,0,0,4.135,0.4,0.127,0.222,1.128,25059.153,3905.902,1161000,29.094,344.317,9.07,0.562293275,0,45.58985667,0,0,0,45.58985667,4.41014333,1.400220507,2.447629548
CYP,Cyprus,2016,0.052,0,4.463,0,0,0,4.463,0.425,0.146,0.227,1.192,27043.816,4177.486,1170000,31.641,362.956,9.776,0.531914894,0,45.65261866,0,0,0,45.65261866,4.347381342,1.493453355,2.322013093
CYP,Cyprus,2017,0.052,0,4.569,0,0,0,4.569,0.435,0.172,0.211,0,27540.713,4240.987,1180000,32.498,368.823,10.008,0.519584333,0,45.65347722,0,0,0,45.65347722,4.346522782,1.7186251,2.108313349
CYP,Cyprus,2018,0.057,0,4.583,0,0,0,4.583,0.477,0.199,0.221,0,27215.923,4256.154,1189000,32.36,401.538,10.12,0.563241107,0,45.28656126,0,0,0,45.28656126,4.713438735,1.966403162,2.183794466
CYP,Cyprus,2019,0.057,0,4.412,0,0,0,4.412,0.496,0.199,0.24,0,27022.732,4093.79,1199000,32.4,413.983,9.816,0.580684597,0,44.94702526,0,0,0,44.94702526,5.052974735,2.027302363,2.444987775
CZE,Czechia,2015,4.789,41.141,46.273,2.279,1.795,26.841,2.853,9.42,2.264,0.573,1.46,44065.149,7785.479,10601000,467.135,888.627,138.228,3.46456579,29.76314495,33.47585149,1.648725294,1.298579159,19.41791822,2.063981248,6.814827676,1.637873658,0.414532512
CZE,Czechia,2016,4.755,41.974,48.524,3.726,2,24.104,2.824,9.384,2.131,0.497,1.402,43317.375,7723.145,10619000,459.987,883.678,139.919,3.398394786,29.99878501,34.68006489,2.662969289,1.429398438,17.22710997,2.018310594,6.70673747,1.523024035,0.355205512
CZE,Czechia,2017,4.967,41.444,47.816,3.698,1.869,28.34,2.674,9.621,2.193,0.591,0,45162.362,8060.935,10641000,480.573,904.13,143.213,3.468260563,28.93871366,33.38803042,2.58216782,1.305049123,19.78870633,1.867148932,6.717965548,1.531285568,0.412672034
CZE,Czechia,2018,4.828,41.201,47.51,3.77,1.629,29.921,2.538,9.425,2.359,0.609,0,44974.153,8143.294,10666000,479.694,883.679,143.79,3.357674386,28.65359204,33.0412407,2.621879129,1.132902149,20.80881842,1.765074066,6.554697823,1.640586967,0.423534321
CZE,Czechia,2019,4.528,37.712,45.857,5.752,1.804,30.264,2.392,9.298,2.277,0.69,0,44313.391,7991.284,10689000,473.666,869.893,140.574,3.221079289,26.82715154,32.62125286,4.091795069,1.283309858,21.52887447,1.70159489,6.614309901,1.619787443,0.49084468
N/A,Czechoslovakia,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
N/A,Czechoslovakia,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
COD,Democratic Republic of Dem. Rep. Congo,2015,0.021,0,0.015,0.01,8.827,0,0.005,8.849,0.001,0,0.576,499.685,116.257,76245000,38.098,116.06,17.728,0.118456679,0,0.084611913,0.056407942,49.79129061,0,0.028203971,49.91538809,0.005640794,0
COD,Democratic Republic of Dem. Rep. Congo,2016,0.022,0,0.013,0.009,9.008,0,0.005,9.035,0.005,0,0.568,489.023,114.84,78789000,38.53,114.673,18.097,0.121567111,0,0.071835111,0.049732,49.776206,0,0.027628889,49.925402,0.027628889,0
COD,Democratic Republic of Dem. Rep. Congo,2017,0.02,0,0.008,0.005,9.387,0,0.003,9.414,0.007,0,0,0,115.745,81399000,0,115.653,18.844,0.106134579,0,0.042453831,0.026533645,49.81426449,0,0.015920187,49.95754617,0.037147103,0
COD,Democratic Republic of Dem. Rep. Congo,2018,0.027,0,0.007,0.004,10.433,0,0.002,10.47,0.01,0,0,0,124.616,84068000,0,124.538,20.953,0.128859829,0,0.033408104,0.019090345,49.7923925,0,0.009545173,49.96897819,0.047725863,0
COD,Democratic Republic of Dem. Rep. Congo,2019,0.029,0,0.004,0.002,10.968,0,0.001,11.007,0.01,0,0,0,126.863,86791000,0,126.82,22.021,0.131692475,0,0.018164479,0.00908224,49.80700241,0,0.00454112,49.98410608,0.045411198,0
DNK,Denmark,2015,4.182,7.11,10.004,1.825,0.018,0,1.069,18.937,0.604,14.133,0.761,34132.576,5087.121,5689000,194.18,3328.713,57.882,7.225044055,12.28361149,17.28343872,3.15296638,0.031097751,0,1.846860855,32.71656128,1.043502298,24.41691718
DNK,Denmark,2016,4.845,8.865,12.148,2.257,0.019,0,1.027,18.39,0.744,12.782,0.756,34302.118,5347.296,5711000,195.899,3220.106,61.077,7.932609657,14.51446535,19.88964749,3.695335396,0.031108273,0,1.681484028,30.10953387,1.218134486,20.92768145
DNK,Denmark,2017,6.264,6.209,9.229,2.018,0.018,0,1.002,21.813,0.751,14.78,0,34359.69,5415.514,5732000,196.95,3805.479,62.084,10.08955609,10.00096643,14.86534373,3.250434895,0.028992977,0,1.613942401,35.13465627,1.20965144,23.80645577
DNK,Denmark,2018,5.899,6.57,9.611,2.072,0.015,0,0.968,20.766,0.953,13.899,0,33821.545,5281.047,5752000,194.542,3610.172,60.753,9.709808569,10.81428078,15.81979491,3.410531167,0.024690139,0,1.593336955,34.1810281,1.568646816,22.87788257
DNK,Denmark,2019,5.762,4.198,7.159,1.847,0.015,0,1.114,22.613,0.958,15.878,0,33534.557,5158.036,5772000,193.561,3917.676,59.544,9.676877603,7.050248556,12.02304178,3.101907833,0.025191455,0,1.870885396,37.97695822,1.608894263,26.66599489
DJI,Djibouti,2015,0,0,0.167,0,0,0,0.167,0,0,0,1.424,4203.994,183.26,914000,3.842,0.547,0.334,0,0,50,0,0,0,50,0,0,0
DJI,Djibouti,2016,0,0,0.083,0,0,0,0.083,0,0,0,1.353,4186.113,89.882,929000,3.889,0.538,0.166,0,0,50,0,0,0,50,0,0,0
DJI,Djibouti,2017,0,0,0.055,0,0,0,0.055,0,0,0,0,0,58.792,944000,0,0.53,0.11,0,0,50,0,0,0,50,0,0,0
DJI,Djibouti,2018,0,0,0.04,0,0,0,0.04,0.001,0.001,0,0,0,42.753,959000,0,1.043,0.082,0,0,48.7804878,0,0,0,48.7804878,1.219512195,1.219512195,0
DJI,Djibouti,2019,0,0,0.04,0,0,0,0.04,0.001,0.001,0,0,0,42.094,974000,0,1.027,0.082,0,0,48.7804878,0,0,0,48.7804878,1.219512195,1.219512195,0
DMA,Dominica,2015,0,0,0.078,0,0.024,0,0.078,0.025,0,0.001,1.174,11666.873,1455.732,71000,0.828,357.141,0.206,0,0,37.86407767,0,11.65048544,0,37.86407767,12.13592233,0,0.485436893
DMA,Dominica,2016,0,0,0.071,0,0.036,0,0.071,0.037,0,0.001,1.254,12773.826,1526.155,71000,0.907,526.155,0.216,0,0,32.87037037,0,16.66666667,0,32.87037037,17.12962963,0,0.462962963
DMA,Dominica,2017,0,0,0.055,0,0.027,0,0.055,0.028,0,0.001,0,0,1174.042,71000,0,399.394,0.166,0,0,33.13253012,0,16.26506024,0,33.13253012,16.86746988,0,0.602409639
DMA,Dominica,2018,0,0,0.039,0,0.024,0,0.039,0.025,0,0.001,0,0,891.361,72000,0,349.694,0.128,0,0,30.46875,0,18.75,0,30.46875,19.53125,0,0.78125
DMA,Dominica,2019,0,0,0.069,0,0.02,0,0.069,0.021,0,0.001,0,0,1252.472,72000,0,294.139,0.18,0,0,38.33333333,0,11.11111111,0,38.33333333,11.66666667,0,0.555555556
DOM,Dominican Republic,2015,0.074,3.243,15.587,3.392,0.934,0,8.952,1.33,0.032,0.29,0.698,9509.104,1645.31,10282000,97.773,129.352,33.834,0.218714902,9.585032807,46.06904297,10.02541822,2.760536738,0,26.45859195,3.930957025,0.094579417,0.857125968
DOM,Dominican Republic,2016,0.074,3.266,15.698,3.416,1.504,0,9.016,1.973,0.075,0.32,0.706,10118.515,1699.461,10398000,105.212,189.748,35.342,0.209382604,9.241129534,44.41740705,9.665553732,4.255559957,0,25.51072378,5.582592949,0.212212099,0.905438289
DOM,Dominican Republic,2017,0.153,3.16,15.189,3.305,2.174,0,8.724,2.856,0.139,0.39,0,0,1716.49,10513000,0,271.664,36.09,0.42394015,8.755888058,42.08645054,9.157661402,6.023829316,0,24.17290108,7.91354946,0.385148241,1.080631754
DOM,Dominican Republic,2018,0.209,3.312,15.918,3.464,1.762,0,9.143,2.698,0.23,0.497,0,0,1751.761,10627000,0,253.882,37.233,0.561330003,8.895334784,42.75239707,9.303574786,4.732361078,0,24.55617329,7.246260038,0.617731582,1.334837375
DOM,Dominican Republic,2019,0.254,3.335,16.028,3.488,1.053,0,9.206,2.487,0.4,0.78,0,0,1724.113,10739000,0,231.586,37.031,0.685911804,9.005967973,43.28265507,9.419135319,2.843563501,0,24.86025222,6.715994707,1.080176069,2.106343334
N/A,Eastern Africa,2015,0,0,0,0,65.267,0,0,72.66,0.44,0.778,0,0,0,0,569.874,0,139.145,0,0,0,0,46.9057458,0,0,52.21890833,0.316216896,0.559128966
N/A,Eastern Africa,2016,0,0,0,0,61.783,0,0,69.395,0.489,0.89,0,0,0,0,566.53,0,132.557,0,0,0,0,46.60862874,0,0,52.35106407,0.368897908,0.671409281
N/A,Eastern Africa,2017,0,0,0,0,64.103,0,0,71.936,0.558,0.792,0,0,0,0,598.373,0,137.389,0,0,0,0,46.65802939,0,0,52.35935919,0.406146052,0.576465365
N/A,Eastern Africa,2018,0,0,0,0,67.308,0,0,75.984,0.767,0.863,0,0,0,0,627.075,0,144.922,0,0,0,0,46.44429417,0,0,52.43096286,0.529250217,0.595492748
N/A,Eastern Africa,2019,0,0,0,0,68.855,0,0,85.36,6.964,2.371,0,0,0,0,653.746,0,163.55,0,0,0,0,42.10027515,0,0,52.19199022,4.258025069,1.449709569
ECU,Ecuador,2015,0.408,0,11.561,5.814,12.965,0,5.747,13.509,0.036,0.1,1.072,11438.164,1546.389,16212000,185.436,833.272,50.14,0.81372158,0,23.05743917,11.59553251,25.85759872,0,11.46190666,26.94256083,0.071798963,0.199441564
ECU,Ecuador,2016,0.49,0,10.202,5.13,15.675,0,5.071,16.288,0.039,0.084,1.091,11179.203,1606.32,16491000,184.356,987.69,52.979,0.92489477,0,19.25668661,9.683081976,29.58719493,0,9.571717095,30.74425716,0.073614074,0.158553389
ECU,Ecuador,2017,0.459,0,6.935,3.488,19.887,0,3.448,20.456,0.037,0.073,0,11377.16,1631.9,16785000,190.966,1218.714,54.783,0.837851158,0,12.65903656,6.366938649,36.30140737,0,6.293923297,37.34005075,0.0675392,0.133253016
ECU,Ecuador,2018,0.428,0,7.528,3.786,20.471,0,3.742,21.017,0.038,0.08,0,11808.143,1670.846,17084000,201.73,1230.228,57.09,0.749693466,0,13.18619723,6.631634262,35.85741811,0,6.554562971,36.81380277,0.066561569,0.14012962
ECU,Ecuador,2019,0.455,0,6.682,3.36,24.418,0,3.321,24.997,0.038,0.086,0,11899.704,1823.349,17374000,206.745,1438.779,63.357,0.71815269,0,10.54658522,5.303281405,38.54033493,0,5.24172546,39.45420396,0.059977587,0.13573875
EGY,Egypt,2015,0.318,0,147.633,115.288,13.41,0,32.344,15.954,0.168,2.058,0.922,10674.766,1769.595,92443000,986.807,172.582,327.173,0.097196285,0,45.12383357,35.23762658,4.09874898,0,9.885901343,4.876319256,0.051348981,0.629025011
EGY,Egypt,2016,0.311,0,151.92,121.797,12.722,0,30.123,15.813,0.58,2.2,0.936,10998.843,1775.948,94447000,1038.808,167.427,335.466,0.092706862,0,45.28625852,36.30680904,3.79233663,0,8.979449482,4.713741482,0.172893825,0.655804165
EGY,Egypt,2017,0.308,0,159.217,134.017,12.599,0,25.2,15.84,0.6,2.334,0,11072.259,1815.14,96443000,1067.842,164.246,350.115,0.087971095,0,45.47562944,38.27799437,3.598531911,0,7.197635063,4.524227754,0.171372263,0.666638105
EGY,Egypt,2018,0.305,0,167.571,141.134,12.77,0,26.437,16.945,1.51,2.36,0,11056.037,1874.704,98424000,1088.179,172.162,369.032,0.082648659,0,45.40825728,38.24437989,3.460404518,0,7.163877387,4.591742721,0.409178608,0.639510937
EGY,Egypt,2019,0.3,0,174.217,149.749,12.557,0,24.468,19.329,3.68,2.792,0,10753,1927.982,100388000,1079.472,192.544,387.092,0.077500956,0,45.00661341,38.68563546,3.243931675,0,6.320977959,4.993386585,0.950678392,0.721275562
SLV,El Salvador,2015,0.345,0,2.459,0,1.349,0,2.459,3.154,0.028,0,0.774,6137.769,887.431,6325000,38.821,498.656,9.794,3.522564836,0,25.10720849,0,13.77373902,0,25.10720849,32.20338983,0.28588932,0
SLV,El Salvador,2016,0.395,0,2.437,0,1.257,0,2.437,3.164,0.045,0,0.784,6328.875,881.187,6356000,40.226,497.769,9.735,4.057524397,0,25.03338469,0,12.91217257,0,25.03338469,32.50128403,0.462249615,0
SLV,El Salvador,2017,0.433,0,1.276,0,1.615,0,1.276,3.603,0.095,0,0,0,763.742,6388000,0,563.992,8.298,5.218124849,0,15.37719933,0,19.46252109,0,15.37719933,43.42010123,1.144854182,0
SLV,El Salvador,2018,0.49,0,1.172,0,1.544,0,1.172,3.6,0.129,0,0,0,743.16,6421000,0,560.634,8.107,6.044159368,0,14.45664241,0,19.04526952,0,14.45664241,44.40606883,1.591217466,0
SLV,El Salvador,2019,0.548,0,1.712,0,1.442,0,1.712,3.578,0.215,0,0,0,819.696,6454000,0,554.434,9.207,5.951993049,0,18.59454763,0,15.66199631,0,18.59454763,38.86173564,2.335179755,0
GNQ,Equatorial Guinea,2015,0,0,1.065,1.065,0.561,0,0,0.561,0,0,0.615,13935.265,1391.232,1169000,16.29,480.18,3.252,0,0,32.74907749,32.74907749,17.25092251,0,0,17.25092251,0,0
GNQ,Equatorial Guinea,2016,0,0,0.871,0.871,0.565,0,0,0.565,0,0,0.68,13371.146,1182.444,1215000,16.246,465.259,2.872,0,0,30.32729805,30.32729805,19.67270195,0,0,19.67270195,0,0
GNQ,Equatorial Guinea,2017,0,0,0.842,0.842,0.434,0,0,0.434,0,0,0,0,1010.983,1262000,0,343.597,2.552,0,0,32.99373041,32.99373041,17.00626959,0,0,17.00626959,0,0
GNQ,Equatorial Guinea,2018,0,0,0.841,0.841,0.58,0,0,0.58,0,0,0,0,1085.898,1309000,0,443.193,2.842,0,0,29.59183673,29.59183673,20.40816327,0,0,20.40816327,0,0
GNQ,Equatorial Guinea,2019,0,0,0.767,0.767,0.586,0,0,0.586,0,0,0,0,997.888,1356000,0,432.456,2.706,0,0,28.34441981,28.34441981,21.65558019,0,0,21.65558019,0,0
ERI,Eritrea,2015,0,0,0.331,0,0,0,0.331,0.004,0.002,0.002,0,741.59,100.173,3343000,2.479,1.197,0.67,0,0,49.40298507,0,0,0,49.40298507,0.597014925,0.298507463,0.298507463
ERI,Eritrea,2016,0,0,0.337,0,0,0,0.337,0.004,0.002,0.002,0,768.8,101.113,3377000,2.596,1.184,0.682,0,0,49.41348974,0,0,0,49.41348974,0.586510264,0.293255132,0.293255132
ERI,Eritrea,2017,0,0,0.354,0,0,0,0.354,0.013,0.011,0.002,0,0,107.641,3413000,0,3.809,0.734,0,0,48.22888283,0,0,0,48.22888283,1.771117166,1.498637602,0.272479564
ERI,Eritrea,2018,0,0,0.424,0,0,0,0.424,0.045,0.043,0.002,0,0,135.807,3453000,0,13.032,0.938,0,0,45.20255864,0,0,0,45.20255864,4.797441365,4.584221748,0.213219616
ERI,Eritrea,2019,0,0,0.455,0,0,0,0.455,0.062,0.06,0.002,0,0,147.83,3497000,0,17.729,1.034,0,0,44.00386847,0,0,0,44.00386847,5.996131528,5.80270793,0.193423598
EST,Estonia,2015,0.76,0,8.915,0.062,0.027,0,8.853,1.502,0,0.715,2.115,53293.296,7921.369,1315000,70.081,1141.901,20.834,3.647883268,0,42.7906307,0.297590477,0.129595853,0,42.49304022,7.2093693,0,3.43189018
EST,Estonia,2016,0.885,0,10.662,0.074,0.035,0,10.588,1.524,0.01,0.594,2.093,53537.079,9252.602,1317000,70.508,1156.93,24.372,3.63121615,0,43.7469227,0.303627113,0.143607418,0,43.44329559,6.253077302,0.041030691,2.437223043
EST,Estonia,2017,1.038,0.018,11.116,0.063,0.026,0,11.036,1.801,0.014,0.723,0,59027.098,9793.398,1319000,77.857,1365.575,25.835,4.017805303,0.069672924,43.02690149,0.243855235,0.100638668,0,42.71724405,6.971163151,0.054190052,2.798529127
EST,Estonia,2018,1.307,0,10.371,0.058,0.015,0,10.313,1.989,0.031,0.636,0,62320.223,9342.254,1323000,82.45,1503.252,24.72,5.287216828,0,41.9538835,0.234627832,0.060679612,0,41.71925566,8.046116505,0.125404531,2.572815534
EST,Estonia,2019,1.314,0,5.971,0.044,0.01,0,5.927,2.077,0.034,0.719,0,50000.799,6068.914,1326000,66.301,1566.083,16.096,8.163518887,0,37.09617296,0.273359841,0.062127237,0,36.82281312,12.90382704,0.211232604,4.46694831
SWZ,Eswatini,2015,0,0,0,0,0,0,0,0,0,0,0.424,4262.453,0,1104000,4.706,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
SWZ,Eswatini,2016,0,0,0,0,0,0,0,0,0,0,0.406,4043.132,0,1114000,4.504,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
ETH,Ethiopia,2015,0.03,0,0.004,0,9.577,0,0.004,10.385,0.018,0.76,0.443,747.097,103.028,100835000,75.334,102.991,20.778,0.144383483,0,0.019251131,0,46.09202041,0,0.019251131,49.98074887,0.08663009,3.657714891
ETH,Ethiopia,2016,0.028,0,0.004,0,11.635,0,0.004,12.464,0.021,0.78,0.438,777.152,120.343,103603000,80.515,120.306,24.936,0.112287456,0,0.016041065,0,46.65944819,0,0.016041065,49.98395893,0.084215592,3.1280077
ETH,Ethiopia,2017,0.028,0,0.004,0,12.554,0,0.004,13.137,0.022,0.533,0,0,123.506,106400000,0,123.471,26.282,0.106536793,0,0.015219542,0,47.76653223,0,0.015219542,49.98478046,0.08370748,2.028003957
ETH,Ethiopia,2018,0.029,0,0.005,0,12.888,0,0.005,13.47,0.02,0.533,0,0,123.374,109224000,0,123.328,26.95,0.107606679,0,0.018552876,0,47.82189239,0,0.018552876,49.98144712,0.074211503,1.977736549
ETH,Ethiopia,2019,0.029,0,0.005,0,13.991,0,0.005,14.574,0.02,0.533,0,0,130.08,112079000,0,130.032,29.157,0.099461536,0,0.017148541,0,47.98504647,0,0.017148541,49.98456631,0.068594163,1.828034434
N/A,Europe,2015,0,992.501,1669.604,611.046,635.9,968.268,66.057,1261.247,109.883,318.807,0,30942.901,5360.112,743059008,22992.401,1697.371,6633.313,0,14.9623725,25.1699867,9.211776981,9.586461546,14.59704977,0.995837223,19.01383215,1.656532716,4.806150411
N/A,Europe,2016,0,924.017,1703.499,714.213,651.435,942.17,65.269,1289.869,113.952,322.924,0,31313.708,5405.434,744268992,23305.822,1733.069,6727.348,0,13.73523415,25.3219991,10.61656094,9.683384894,14.00507302,0.970204009,19.17351384,1.693862128,4.800167912
N/A,Europe,2017,0,890.384,1738.233,785.967,584.778,936.123,61.882,1301.459,124.475,383.934,0,31584.442,5449.559,745414976,23543.516,1745.952,6807.235,0,13.07996565,25.53508142,11.54605357,8.590536393,13.75188311,0.909062196,19.11876114,1.828569162,5.640087348
N/A,Europe,2018,0,856.639,1642.608,729.892,645.255,935.81,56.076,1401.595,138.557,402.775,0,31541.63,5448.897,746419008,23543.272,1877.759,6809.207,0,12.58059859,24.12333771,10.71919241,9.476213603,13.74330374,0.823532021,20.58382129,2.034847817,5.915152822
N/A,Europe,2019,0,698.626,1518.523,768.111,632.538,928.467,51.786,1469.125,154.663,461.588,0,31159.831,5344.539,747182976,23282.096,1966.218,6683.427,0,10.45311036,22.72072396,11.4927716,9.464276336,13.89207962,0.774842008,21.98161213,2.314127169,6.906456822
N/A,Europe (other),2015,0,241.602,386.459,124.19,32.306,0,20.668,32.707,0.238,0.059,0,0,0,0,470.089,0,838.229,0,28.82291116,46.10422689,14.81576037,3.854078062,0,2.465674655,3.901917018,0.028393196,0.007038649
N/A,Europe (other),2016,0,232.643,405.54,151.38,35.707,0,21.516,36.232,0.315,0.09,0,0,0,0,498.5,0,883.423,0,26.33427022,45.90552883,17.13561906,4.041891597,0,2.435526356,4.101319526,0.035656758,0.010187645
N/A,Europe (other),2017,0,232.612,426.506,172.214,28.774,0,21.68,29.614,0.379,0.294,0,0,0,0,496.261,0,912.073,0,25.50366034,46.76226574,18.88160268,3.154791338,0,2.377002718,3.246889229,0.041553691,0.032234262
N/A,Europe (other),2018,0,215.816,392.868,157.514,38.779,0,19.538,39.862,0.258,0.627,0,0,0,0,524.089,0,865.262,0,24.94227182,45.40451332,18.20419711,4.481763905,0,2.258044384,4.606928306,0.029817558,0.072463601
N/A,Europe (other),2019,0,175.636,373.745,179.099,34.066,0,19.01,36.087,0.294,1.498,0,0,0,0,562.717,0,819.435,0,21.4337928,45.610085,21.85640106,4.157254694,0,2.319891145,4.403888045,0.03587838,0.182808887
FRO,Faeroe Islands,2015,0,0,0,0,0,0,0,0,0,0,0,71655.433,0,48000,3.439,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FRO,Faeroe Islands,2016,0,0,0,0,0,0,0,0,0,0,0,70407.746,0,48000,3.38,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
N/A,Falkland Islands ,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
N/A,Falkland Islands ,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FJI,Fiji,2015,0.066,0,0.473,0,0.402,0,0.473,0.478,0.004,0.006,0,12780.056,1094.804,869000,11.106,550.501,1.902,3.470031546,0,24.86855941,0,21.13564669,0,24.86855941,25.13144059,0.210304942,0.315457413
FJI,Fiji,2016,0.052,0,0.409,0,0.491,0,0.409,0.554,0.007,0.004,0,12748.308,1104.386,872000,11.117,635.35,1.926,2.699896158,0,21.2357217,0,25.49325026,0,21.2357217,28.7642783,0.36344756,0.20768432
FJI,Fiji,2017,0.062,0,0.484,0,0.486,0,0.484,0.559,0.009,0.002,0,0,1189.748,877000,0,637.867,2.086,2.97219559,0,23.20230105,0,23.29817833,0,23.20230105,26.79769895,0.431447747,0.095877277
FJI,Fiji,2018,0.06,0,0.436,0,0.561,0,0.436,0.636,0.012,0.003,0,0,1213.948,883000,0,720.177,2.144,2.798507463,0,20.3358209,0,26.16604478,0,20.3358209,29.6641791,0.559701493,0.139925373
FJI,Fiji,2019,0.058,0,0.424,0,0.567,0,0.424,0.642,0.015,0.003,0,0,1197.787,890000,0,721.757,2.133,2.719174871,0,19.87810595,0,26.58227848,0,19.87810595,30.09845288,0.70323488,0.140646976
FIN,Finland,2015,11.419,5.12,14.577,5.195,16.769,23.245,4.262,30.527,0.011,2.327,1.538,58375.279,12470.186,5481000,319.955,5569.554,113.452,10.06504954,4.512921764,12.84860558,4.579029017,14.78070021,20.4888411,3.756654797,26.90741459,0.00969573,2.051087685
FIN,Finland,2016,11.523,6.974,14.876,3.738,15.799,23.203,4.164,30.412,0.022,3.068,1.554,59642.518,12457.471,5498000,327.915,5531.458,113.779,10.12752793,6.129426344,13.07446893,3.285316271,13.88569068,20.39304265,3.659726312,26.72900975,0.01933573,2.696455409
FIN,Finland,2017,11.862,5.857,13.17,3.3,14.771,22.477,4.013,31.477,0.049,4.795,0,57559.99,12179.943,5511000,317.213,5711.615,111.771,10.61277075,5.240178579,11.78302064,2.952465309,13.21541366,20.1098675,3.590376752,28.16204561,0.043839636,4.290021562
